descricao,correto,insumo_1
30 CAP | BUPROPIONA CLORIDRATO  150MG,39.9,BUPROPIONA CLORIDRATO
90 CAP | VITAMINA D3  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 SOL MAE  80MCG,61.2,VITAMINA D3
90 CAP | T3 2.500MCG; T4 12.500MCG,47.4,T3 2.
90 CAP | VITAMINA D3 OLEOSA  10000UI; VITAMINA A OLEOSA ORAL  500UI; VITAMINA K2 MK7  90MCG,60.7,VITAMINA D3 OLEOSA
120 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  20000UI; VITAMINA A OLEOSA ORAL  2000UI; VITAMINA E OLEOSA ORAL  200UI; VITAMINA K2 SOL MAE  100MCG,123.0,VITAMINA D LIQ CAP ACIMA 15MIL
30 CAP | MAGNESIO QUELADO 30%  260MG,40.4,MAGNESIO QUELADO 30%
60 CAP | 5-HTP  150MG; VITAMINA B12  200MCG; MAGNESIO QUELADO 30%  100MG; PICOLINATO DE CROMO  500MCG; GYMNEMA  150MG,181.0,5-HTP
60 CAP | VITAMINA D   5000UI; VITAMINA A   500UI; VITAMINA K2 MK7  120MCG,43.6,VITAMINA D
90 CAP | VITAMINA D3   5000UI; VITAMINA K2 MK7  40MCG,47.4,VITAMINA D3
120 CAP | GASSERI LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; PLANTARIUM LACTOBACILLUS  10MG; ACIDOPHILUS LACTOBACILLUS  20MG; CASEI LACTOBACILLUS  20MG; BIFIDOBACTERIA BIFIDUM  20MG; BIFIDOBACTERIUM BREVE  20MG; BIFIDOBACTERIUM LACTIS  20MG; INULINA  200MG,130.0,GASSERI LACTOBACILLUS
30 CAP | SINVASTATINA  40MG,97.9,SINVASTATINA
60 CAP | TIROSINA  250MG; TRIMETILGLICINA  150MG; THEANINA  100MG,94.1,TIROSINA
60 CAP | VITAMINA D3 LIPOF  2000UI,43.6,VITAMINA D3 LIPOF
30 CAP | IOIMBINA CLORIDRATO  8MG; CAFEINA BASE ANIDRA  200MG; TEACRINE  150MG,122.0,IOIMBINA CLORIDRATO
45 CAP | TRANSRESVERATROL  30MG; CRISINA  200MG; PIPERINA  5MG; SAW PALMETO EXT SECO  300MG; URTIGA DIOICA EXT SECO  150MG; DIM  100MG; ZINCO QUELADO  40MG,196.0,TRANSRESVERATROL
30 CAP | DIMPLESS  40MG; SILICIUMAX  150MG,247.0,DIMPLESS
50 CAP | TETRACICLINA CLORIDRATO  10MG,43.6,TETRACICLINA CLORIDRATO
45 CAP | PRASTERONA 12.500MG,80.4,PRASTERONA 12.
30 CAP | VITAMINA D3 1:100  10000UI,39.9,VITAMINA D3 1:100
120 CAP | MAGNESIO TREONATO  1000MG,299.7,MAGNESIO TREONATO
45 CAP | VIT C  1000MG; ZINCO QUELADO  30MG; PICOLINATO DE CROMO  1000MCG; CROMO QUELADO  400MCG; FINASTERIDA 0.300MG; SAW PALMETO  200MG; PYGEUM AFRICANUM   100MG; QUERCETINA  300MG; VIT B2  20MG; VIT B6  20MG; VIT B12  40MCG; ACIDO FOLICO  2MG; BORO QUELADO  2MG; MANGANES QUELADO  2MG; BIOTINA  5MG; VIT B5  20MG,224.9,VIT C
60 CAP | ALCACHOFRA EXT SECO  200MG; CASTANHA DA INDIA  50MG; CATUABA  200MG; HIDROCLOROTIAZIDA  10MG; HIDROXIDO DE ALUMINIO  50MG; IOIMBINA CLORIDRATO  6MG; PICOLINATO DE CROMO  300MCG; POTASSIO QUELADO  30MG; PROPANOLOL  10MG; RHAMNUS PURSHIANA  410MG; SENE  310MG,134.6,ALCACHOFRA EXT SECO
60 CAP | BROMAZEPAN  1MG,43.6,BROMAZEPAN
60 CAP | PASSIFLORA  100MG; VALERIANA  100MG; 5-HTP  100MG; L THEANINA  100MG; MELISSA  100MG; MULUNGU  200MG,167.6,PASSIFLORA
86 CAP | TOPIRAMATO 12.500MG,49.7,TOPIRAMATO 12.
60 CAP | CHA VERDE EXT SECO  300MG; GENGIBRE PO  300MG; COLAGENO TIPO 2  40MG,146.0,CHA VERDE EXT SECO
90 CAP | PROTEASE  100MG; AMILASE  100MG; LIPASE 50.000FPI/G  100MG; PANCREATINA  100MG; LACTASE  40MG,190.0,PROTEASE
45 CAP | BUPROPIONA   150MG,45.8,BUPROPIONA
90 CAP | ASHWAGANDHA  150MG; RHODIOLA ROSEA  150MG,99.0,ASHWAGANDHA
90 CAP | VITAMINA A  700UI,48.0,VITAMINA A
180 CAP | NALTREXONA HCL  3MG,124.0,NALTREXONA HCL
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI; VITAMINA A OLEOSA ORAL  500UI; VITAMINA K2 MK-7 - LIQUIDA  100MCG,39.9,VITAMINA D LIQ CAP ATE 15MIL
60 CAP | VIT A   600MCG; VIT D3  7000UI; VIT E  10MG; VITAMINA K2 MK7  100MCG,47.0,VIT A
60 CAP | MAGNESIO TREONATO  500MG,94.3,MAGNESIO TREONATO
10 CAP | ACIDO FOLINICO  15MG,40.0,ACIDO FOLINICO
60 CAP | TADALAFIL  10MG; ARGININA  2G,228.8,TADALAFIL
180 CAP | ACIDO TRANEXAMICO  150MG,146.5,ACIDO TRANEXAMICO
90 CAP | SAW PALMETO EXT SECO  450MG; ZINCO GLICINA  15MG; COBRE GLICINA 0.750MG; URTIGA DIOICA EXT SECO  400MG,116.9,SAW PALMETO EXT SECO
120 CAP | CURCUMA EXT SECO  200MG; VITAMINA B12  500MCG; VITAMINA B6  100MG; ACIDO FOLICO 2.500MG; NAC  300MG,215.6,CURCUMA EXT SECO
90 CAP | DUTASTERIDA 0.500MG,78.7,DUTASTERIDA 0.
90 CAP | VIT D3  10000UI; MAGNESIO QUELADO 30%  500MG; VIT A   500UI; VITAMINA K2 MK7  90MCG; RIBOFLAVINA  120MG,185.1,VIT D3
60 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  50MG; GASSERI LACTOBACILLUS  30MG; PLANTARUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; XOS (XILOOLIGOSSACARIDEOS)  250MG,86.0,ACIDOPHILUS LACTOBACILLUS
60 CAP | REUTERI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; BIFIDOBACTERIUM LONGUM  100MG,71.7,REUTERI LACTOBACILLUS
60 CAP | VITAMINA D3   10000UI; VITAMINA K2 MK7  100MCG,49.9,VITAMINA D3
120 CAP | CURCUMINA LONGA  500MG,205.3,CURCUMINA LONGA
60 CAP | SENE  200MG,48.0,SENE
720 CAP | VITAMINA D3   5000UI; VITAMINA K2 MK7  250MCG,591.2,VITAMINA D3
360 CAP | VITAMINA D3   5000UI; VITAMINA K2 MK7  250MCG,303.5,VITAMINA D3
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  5000UI; VITAMINA K2 LIQ SOL MAE  100MCG,51.4,VITAMINA D LIQ CAP ATE 15MIL
60 CAP | ALCACHOFRA EXT SECO  300MG; BOLDO  200MG,43.6,ALCACHOFRA EXT SECO
30 CAP | VITAMINA D   4000UI,40.3,VITAMINA D
60 CAP | VIT A   50000UI; SERENOA REPENS  350MG; ESPIRONOLACTONA  10MG,51.2,VIT A
300 CAP | L LISINA  500MG,152.0,L LISINA
120 CAP | RUTINA  100MG; CASTANHA DA INDIA EXT SECO  500MG; VITAMINA C  200MG,112.2,RUTINA
120 CAP | ASCORBATO DE MAGNESIO  120MG; ASCORBATO DE CALCIO  400MG; L GLUTATHIONE  30MG; QUERCETINA  300MG,246.0,ASCORBATO DE MAGNESIO
60 CAP | VITAMINA D  10000UI; VITAMINA A  2000UI; VITAMINA K2 PÓ  150MCG; SILICIUMAX PO  150MG; MAGNESIO DIMALATO  400MG,213.3,VITAMINA D
60 CAP | L TAURINA  200MG; L TEANINA  200MG; MAGNOLIA OFFICINALIS  150MG; GLICINA  100MG,114.6,L TAURINA
30 CAP | CRISPATUS/CURV LACTOBACILLUS   200MG; GASSERI LACTOBACILLUS  100MG; LACTOBACILLUS ACIDOPHILUS  100MG; REUTERI LACTOBACILLUS  50MG; RHAMNOSUS LACTOBACILLUS  50MG; BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LONGUM  50MG; INULINA  200MG,75.0,CRISPATUS/CURV LACTOBACILLUS
30 CAP | RESVERATROL  500MG,295.5,RESVERATROL
60 CAP | TURMERIC  1000MG,221.0,TURMERIC
40 CAP | ASHWAGANDHA EXTRATO  200MG; THEANINA  100MG; VALERIANA  125MG; PIRIDOXINA  5MG; METILFOLATO   150MCG; METILCOBALAMINA   150MCG; MELATONINA 1.500MG,94.1,ASHWAGANDHA EXTRATO
120 CAP | VIT D LIQ P/CAP ATE 15.000UI  12000UI; VITAMINA A OLEOSA (USO ORAL)  800UI,75.4,VIT D LIQ P/CAP ATE 15.000UI
60 CAP | MAGNESIO DIMALATO  250MG; CITRATO DE MAGNESIO  150MG; ZINCO QUELATO  15MG; SELENIO QUELATO  50MCG; CROMO GTF  100MCG; TIAMINA  50MG; RIBOFLAVINA  25MG; ACIDO PANTOTENICO  50MG; PIRIDOXAL-5-FOSFATO  20MG; METILFOLATO  100MCG; METILCOBALAMINA   100MCG; ACIDO ALFA LIPOICO  150MG; N ACETIL  CISTEINA  100MG; QUERCETINA  150MG,222.8,MAGNESIO DIMALATO
30 CAP | BETAINA CLORIDRATO  150MG; SAIS BILIARES PO  50MG; LACTASE  30MG,39.9,BETAINA CLORIDRATO
30 CAP | VITAMINA D3  60000UI,71.1,VITAMINA D3
30 CAP | REUTERI LACTOBACILLUS  100MG; GASSERI LACTOBACILLUS  100MG; BIFIDUM LACTOBACILLUS  100MG,45.7,REUTERI LACTOBACILLUS
30 CAP | ASHWAGANDHA EXTRATO  200MG,39.9,ASHWAGANDHA EXTRATO
30 CAP | CAMELIA SINENSIS  500MG; CAPSICUM ANNUUM  15MG; CITRUS AURANTIUM EXT SECO  300MG; GARCINIA CAMBOJA EXT SECO  500MG,114.3,CAMELIA SINENSIS
90 CAP | VITAMINA D3  10000UI; VITAMINA A  1000UI; VITAMINA K2 MK7  100MCG,61.3,VITAMINA D3
30 CAP | VITAMINA B12  1000MCG,39.9,VITAMINA B12
90 CAP | TADALAFIL  5MG,57.1,TADALAFIL
90 CAP | ORLISTAT  100MG,162.0,ORLISTAT
60 CAP | VITAMINA D3  2000UI,43.6,VITAMINA D3
90 CAP | METILFOLATO  200MCG; VITAMINA B6  50MG; METILCOBALAMINA   500MCG; N ACETIL L CISTEINA  200MG; BIOTINA  5MG,134.0,METILFOLATO
90 CAP | ZINCO QUELADO  30MG; FERRO QUELADO  10MG; BIOTINA  10MG; CISTEÍNA  100MG; PIRIDOXINA  300MG; VITAMINA D  1000UI,230.8,ZINCO QUELADO
90 CAP | TRIBULUS TERRESTRIS EXT SECO  500MG,77.9,TRIBULUS TERRESTRIS EXT SECO
90 CAP | TRAMADOL CLORIDRATO  40MG; DIACEREINA  40MG; DEFLAZACORT 1.500MG,160.0,TRAMADOL CLORIDRATO
90 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; BIFIDOBACTERIUM LONGUM  50MG; LACTOBACILLUS GASSERI  30MG; PLANTARUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; PRETICX  200MG,110.6,LACTOBACILLUS ACIDOPHILUS
30 CAP | BUPROPIONA CLORIDRATO  200MG; CITRUS AURANTIUM EXT SECO  100MG; CLORTALIDONA  50MG; KCL  500MG; T3  15MCG; ANASTROZOL 1:10  1MG; NATTOKINASE  100MG; ORLISTAT  120MG; DIMETILPOLISILOXANE  20MG; FAMOTIDINA  10MG,276.25,BUPROPIONA CLORIDRATO
90 CAP | ZINCO QUELADO  10MG; CROMO GTF  100MCG; SELENIO QUELADO  50MCG; COBRE QUELADO  500MCG; TIAMINA  50MG; RIBOFLAVINA  25MG; NIACINA NO FLUSH  25MG; PIRIDOXAL-5-FOSFATO  20MG; METILFOLATO 1:10  150MCG; METILCOBALAMINA 1:100  100MCG; NAC  100MG; ACIDO ALFA LIPOICO  100MG; QUERCETINA  50MG; UC II  20MG,365.5,ZINCO QUELADO
90 CAP | 5-HTP  75MG,109.8,5-HTP
30 CAP | VIT D LIQ P/CAP ATE 15.000UI  10000UI,39.9,VIT D LIQ P/CAP ATE 15.000UI
60 CAP | MIRTAZAPINA  45MG,302.0,MIRTAZAPINA
90 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  70000UI,201.1,VITAMINA D LIQ CAP ACIMA 15MIL
90 CAP | VITAMINA C  1G; ZINCO  20MG,111.0,VITAMINA C
60 CAP | LACTOBACILLUS ACIDOFILUS  100MG; LACTOBACILLUS PARACASEI  100MG; LACTOBACILLUS RHAMNOSUS  100MG; BIFIDOBACTERIUM LACTIS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LONGUM  100MG,124.2,LACTOBACILLUS ACIDOFILUS
30 CAP | FASEOLAMINA  100MG; BERINJELA EXT SECO  100MG; HIBISCUS EXT SECO  50MG; ALCACHOFRA EXT SECO  100MG; COLAGENO HIDROLISADO  100MG; AGAR AGAR  50MG,41.5,FASEOLAMINA
60 CAP | VITAMINA D  1000UI,43.6,VITAMINA D
30 CAP | VIT A   500UI; METILCOBALAMINA 1:100  200MCG; METILFOLATO 1:10  400MCG; VITAMINA B3 NO FLUSH  30MG; VIT B2  20MG; VIT B1  10MG; BIOTINA  50MCG; PIRIDOXAL-5-FOSFATO  25MG; FERRO QUELADO  15MG,51.0,VIT A
30 CAP | MOROSIL  300MG; ALTILIX   50MG; CACTIN  200MG; FIBREGUM  500MG,141.5,MOROSIL
60 CAP | SERTRALINA CLORIDRATO 37.500MG; PHOLIAMAGRA  100MG; ORLISTAT  120MG; ALOINA  30MG; COENZIMA Q10 PO  30MG; CLORTALIDONA 6.500MG; KCL  200MG; DIMETILPOLISILOXANE  20MG; FAMOTIDINA  10MG,234.5,SERTRALINA CLORIDRATO 37.
120 CAP | CETIRIZINA  10MG,83.9,CETIRIZINA
32 CAP | VITAMINA D LIQ CAP ATE 15MIL  15000UI,43.6,VITAMINA D LIQ CAP ATE 15MIL
30 CAP | PHENIBUT  100MG,69.1,PHENIBUT
30 CAP | NADH (NADINA)  5MG; TEACRINE  100MG; CARNITINA L  300MG; CAFEINA BASE ANIDRA  80MG,134.2,NADH (NADINA)
30 CAP | PIRIDOXINA  30MG; L THEANINA  200MG; MAGNESIO QUELADO 30%  200MG; RELORA  250MG,153.1,PIRIDOXINA
30 CAP | MOROSIL  300MG; CHA VERDE EXT SECO  300MG; CACTI-NEA  500MG; CITRUS AURANTIUM EXT SECO  150MG,157.6,MOROSIL
12 CAP | RISEDRONATO DE SODIO  35MG,98.0,RISEDRONATO DE SODIO
60 CAP | COMPLEXO DE VITAMINA E  100MG; ACIDO ASCORBICO  100MG; COENZIMA Q10   80MG; ACIDO ALFA LIPOICO  100MG; ASTAXANTINA  5MG; NIACINAMIDA  50MG,253.9,COMPLEXO DE VITAMINA E
120 CAP | CASEI LACTOBACILLUS 12.500MG; RHAMNOSUS LACTOBACILLUS 12.500MG; LACTOBACILLUS ACIDOPHILUS 12.500MG; BIFIDOBACTERIUM LACTIS 12.500MG; BIFIDOBACTERIUM LONGUM 12.500MG; PLANTARUM LACTOBACILLUS 12.500MG,53.0,CASEI LACTOBACILLUS 12.
90 CAP | VITAMINA D  4000UI,47.4,VITAMINA D
60 CAP | NADH (NADINA)  10MG,176.6,NADH (NADINA)
10 CAP | PARACETAMOL  500MG,39.9,PARACETAMOL
60 CAP | RHODIOLA ROSEA EXT SECO  150MG,55.9,RHODIOLA ROSEA EXT SECO
60 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; BULGARICUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; REUTERI LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; BIFIDOBACTERIUM LACTIS  100MG,131.0,ACIDOPHILUS LACTOBACILLUS
60 CAP | PIPERINA  5MG; CURCUMA EXTRATO SECO  300MG; SELENIO QUELADO  200MCG,95.15,PIPERINA
120 CAP | T3  15MCG,49.5,T3
120 CAP | VITAMINA D   15000UI; VITAMINA A   1500UI; VITAMINA K2 LIQ SOL MAE  125MCG,97.0,VITAMINA D
60 CAP | GARRA DO DIABO  400MG,51.7,GARRA DO DIABO
60 CAP | ZINGIBER   200MG; MOVE  100MG; CURCUMA LONGA  200MG; PIPERINA  10MG,317.0,ZINGIBER
120 CAP | BUPROPIONA CLORIDRATO  200MG,111.0,BUPROPIONA CLORIDRATO
20 CAP | GINSENG  250MG; MARAPUAMA PO  350MG; MOROSIL  200MG; CITRIMAX  100MG; PIPERINA  15MG; IOIMBINA CLORIDRATO  10MG; GENGIBRE PO  250MG,94.0,GINSENG
40 CAP | PREGABALINA  50MG; CARISOPRODOL  200MG; CETOPROFENO  50MG,110.0,PREGABALINA
90 CAP | VITAMINA D LIQ CAP ATE 15MIL  10000UI; VITAMINA A OLEOSA ORAL  1000UI; VITAMINA K2 MK7  100MCG,61.3,VITAMINA D LIQ CAP ATE 15MIL
30 CAP | PICOLINATO DE CROMO  500MCG,39.9,PICOLINATO DE CROMO
30 CAP | METILCOBALAMINA 1:100  1000MCG,40.0,METILCOBALAMINA 1:100
60 CAP | VITAMINA D OLEOSA  20000UI; VITAMINA K2 MK7  200MCG,70.0,VITAMINA D OLEOSA
60 CAP | MAGNESIO DIMALATO  150MG; MAGNESIO GLICINA  150MG; TIAMINA  50MG; RIBOFLAVINA  50MG; NIACINA NO FLUSH  50MG; ACIDO PANTOTENICO  25MG; PIRIDOXAL-5-FOSFATO  10MG; METILFOLATO 1:10  100MCG; METILCOBALAMINA 1:100  50MCG; ZINCO QUELADO  10MG; CROMO GTF  200MCG; SELENIO QUELADO  25MCG; COBRE QUELADO  500MCG; ACIDO ALFA LIPOICO  100MG; PICNOGENOL  25MG; TRANSRESVERATROL  50MG,265.5,MAGNESIO DIMALATO
60 CAP | ID-ALG TM  200MG,220.2,ID-ALG TM
60 CAP | ACIDO FOLICO  5MG,43.6,ACIDO FOLICO
10 CAP | VITAMINA D LIQ CAP ACIMA 15MIL  60000UI,40.0,VITAMINA D LIQ CAP ACIMA 15MIL
120 CAP | COLAGENO HIDROLISADO  500MG,60.0,COLAGENO HIDROLISADO
60 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; LACTOBACILLUS REUTERI  100MG; LACTOBACILLUS LACTIS  100MG; BIFIDOBACTERIA BIFIDUM  100MG,81.3,LACTOBACILLUS ACIDOPHILUS
180 CAP | CRAMBERRY EXT SECO  300MG,234.5,CRAMBERRY EXT SECO
60 CAP | GABAPENTINA  260MG,102.0,GABAPENTINA
30 CAP | VITAMINA D OLEOSA  20000UI; VITAMINA K2 MK7  200MCG,50.8,VITAMINA D OLEOSA
60 CAP | VITAMINA D3 OLEOSA  3000UI,45.0,VITAMINA D3 OLEOSA
120 CAP | CRISINA  250MG; PIPERINA  5MG,238.4,CRISINA
90 CAP | ACIDOPHILUS LACTOBACILLUS  200MG; REUTERI LACTOBACILLUS  50MG; RHAMNOSUS LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LONGUM  100MG; INULINA  200MG,132.0,ACIDOPHILUS LACTOBACILLUS
30 CAP | PASSIFLORA  200MG; CAMOMILA EXT SECO  200MG; MELISSA EXT SECO  200MG; MULUNGU EXT SECO  200MG,42.9,PASSIFLORA
30 CAP | CASEI LACTOBACILLUS  30MG; LACTOBACILLUS ACIDOPHILUS  50MG; RHAMNOSUS LACTOBACILLUS  50MG; REUTERI LACTOBACILLUS  50MG; BULGARICUS LACTOBACILLUS  30MG; BIFIDOBACTERIA BIFIDUM  50MG; BIFIDOBACTERIUM LACTIS  30MG; BIFIDOBACTERIUM BREVE  30MG; STREPTOCOCCUS FAECIUM  30MG,48.6,CASEI LACTOBACILLUS
60 CAP | METILCOBALAMINA 1:100  1500MCG; METILFOLINICO  1000MCG,97.3,METILCOBALAMINA 1:100
120 CAP | CROMO GTF  400MCG; VANADIO QUELADO  40MCG; COMPLEXO B 100MG CAPS  100MG; ACIDO ALFA LIPOICO  100MG,93.8,CROMO GTF
30 CAP | ACIDOPHILUS LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  100MG; BULGARICUS LACTOBACILLUS  100MG; CASEI LACTOBACILLUS  100MG; BIFIDOBACTERIA BIFIDUM  100MG; FAECIUM LACTOBACILLUS  100MG,67.0,ACIDOPHILUS LACTOBACILLUS
30 CAP | SILIMARINA  300MG; ACIDO ALFA LIPOICO  200MG; CURCUMINA  200MG; BOLDO  200MG; METIONINA  200MG,134.0,SILIMARINA
180 CAP | SILIMARINA  150MG,85.0,SILIMARINA
30 CAP | RHAMNOSUS LACTOBACILLUS  20MG; LACTOBACILLUS ACIDOPHILUS  20MG; LACTOBACILLUS BIFIDUM  40MG; BULGARICUS LACTOBACILLUS  20MG; CASEI LACTOBACILLUS  20MG,40.0,RHAMNOSUS LACTOBACILLUS
60 CAP | MELISSA EXT SECO  200MG; CAMOMILA EXT SECO  100MG; PASSIFLORA PO  200MG,54.0,MELISSA EXT SECO
60 CAP | VITAMINA C LIBERACAO LENTA  500MG,45.5,VITAMINA C LIBERACAO LENTA
60 CAP | RHODIOLA ROSEA   250MG,73.8,RHODIOLA ROSEA
120 CAP | TRANSRESVERATROL  100MG,228.6,TRANSRESVERATROL
100 CAP | VITAMINA D3   5000UI; VITAMINA A  500UI; VITAMINA K2 MK7  100MCG,56.9,VITAMINA D3
60 CAP | MAGNESIO DIMALATO  400MG; ZINCO GLICINA  20MG; COENZIMA Q10   150MG; METILFOLATO   1MG; METILCOBALAMINA   500MCG; RIBOFLAVINA  20MG; PIRIDOXAL-5-FOSFATO  20MG,261.9,MAGNESIO DIMALATO
60 CAP | 5 L HIDROXITRIPTOFANO  50MG; L TEANINA  50MG; L GLICINA  50MG; L TAURINA  50MG,73.0,5 L HIDROXITRIPTOFANO
60 CAP | VITAMINA D3  10000UI; VITAMINA A  1000UI,43.6,VITAMINA D3
40 CAP | LACTOBACILLUS ACIDOPHILUS  100MG,44.0,LACTOBACILLUS ACIDOPHILUS
60 CAP | QUETIAPINA HEMIFUMARATO  10MG,43.6,QUETIAPINA HEMIFUMARATO
60 CAP | BOSWELLIA  250MG; DIACEREINA  50MG,135.7,BOSWELLIA
60 CAP | CROMO PICOLINATO  200MCG,44.0,CROMO PICOLINATO
10 CAP | FLUCONAZOL ORAL  100MG,68.9,FLUCONAZOL ORAL
180 CAP | ZINCO QUELADO  10MG; CROMO GTF  100MCG; SELENIO QUELADO  50MCG; COBRE QUELADO  500MCG; TIAMINA  50MG; RIBOFLAVINA  25MG; NIACINA NO FLUSH  25MG; PIRIDOXAL-5-FOSFATO  20MG; METILFOLATO 1:10  150MCG; METILCOBALAMINA 1:100  100MCG; NAC  100MG; ACIDO ALFA LIPOICO  100MG,332.0,ZINCO QUELADO
60 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI; VITAMINA E OLEOSA ORAL  400UI; VITAMINA A OLEOSA ORAL  2000UI,64.8,VITAMINA D LIQ CAP ATE 15MIL
60 CAP | ACIDOPHILUS LACTOBACILLUS  20MG; BIFIDUM LACTOBACILLUS  20MG; LACTOBACILLUS BULGARICUS  20MG; LACTOBACILLUS CASEI  20MG; LACTOBACILLUS RHAMNOSUS  20MG; LACTASE  500MG,163.8,ACIDOPHILUS LACTOBACILLUS
90 CAP | LACTOBACILLUS ACIDOPHILUS  100MG; BIFIDOBACTERIUM LONGUM  50MG; GASSERI LACTOBACILLUS  30MG; PLANTARUM LACTOBACILLUS  50MG; BIFIDOBACTERIUM BREVE  100MG; XOS (XILOOLIGOSSACARIDEOS)  200MG,119.0,LACTOBACILLUS ACIDOPHILUS
30 CAP | TIAMINA  3MG; NIACINAMIDA  250MG; L ARGININA  500MG,47.1,TIAMINA
60 CAP | GARCINIA CAMBOJA EXT SECO  250MG,44.0,GARCINIA CAMBOJA EXT SECO
60 CAP | VITAMINA D OLEOSA  20000UI; VITAMINA K2 MK-7  200MCG,80.5,VITAMINA D OLEOSA
60 CAP | IOIMBINA   8MG,44.0,IOIMBINA
60 CAP | GSK-516  5MG,296.1,GSK-516
60 CAP | PREGABALINA  25MG,57.0,PREGABALINA
30 CAP | VIT B12  5000MCG,74.5,VIT B12
12 CAP | VITAMINA D3 1:100  20000UI,40.0,VITAMINA D3 1:100
30 CAP | LACTOBACILLUS ACIDOPHILUS  200MG; LACTOBACILLUS GASSERI  100MG; LACTOBACILLUS REUTERI  100MG; LACTOBACILLUS HELVETICUS  100MG; PARACASEI LACTOBACILLUS   100MG; PLANTARUM LACTOBACILLUS  100MG; RHAMNOSUS LACTOBACILLUS  200MG; BIFIDOBACTERIA BIFIDUM  200MG; BIFIDOBACTERIUM LONGUM  100MG; ENTEROCOCCUS FAECIUM  200MG,118.4,LACTOBACILLUS ACIDOPHILUS
60 CAP | VITAMINA D3 1:100  5000UI; VIT A   500UI; VITAMINA K2 MK7  110MCG,46.0,VITAMINA D3 1:100
60 CAP | LACTOBACILLUS RHAMNOSUS  100MG; BULGARICUS LACTOBACILLUS  100MG; LACTOBACILLUS PLANTARUM   100MG; BIFIDOBACTERIUM LONGUM  100MG; BIFIDOBACTERIUM INFANTIS  100MG; BIFIDOBACTERIUM BREVE  100MG,113.1,LACTOBACILLUS RHAMNOSUS
60 CAP | METOXIPSORALENO  10MG,58.5,METOXIPSORALENO
30 CAP | RHODIOLA ROSEA EXT SECO  340MG; ASHWAGANDHA EXTRATO  200MG; PANAX GINSENG L  300MG,73.2,RHODIOLA ROSEA EXT SECO
60 CAP | ACIDO ALFA LIPOICO  100MG; COENZIMA Q10 PO  30MG; QUERCETINA  50MG; RESVERATROL  20MG; BIOPQQ  5MG,145.8,ACIDO ALFA LIPOICO
30 CAP | CACTI-NEA  500MG; MOROSIL  400MG,152.0,CACTI-NEA
20 CAP | VITAMINA D  50000UI,40.0,VITAMINA D
60 CAP | SPIRULINA  150MG; QUITOSANA  250MG; FASEOLAMINA  200MG; PICOLINATO DE CROMO  200MCG; CAVALINHA PO  100MG,87.0,SPIRULINA
60 CAP | VITAMINA B2  10MG; SELENIO QUELADO  100MCG; CROMO GTF  500MCG,44.0,VITAMINA B2
30 CAP | BIOTINA  1MG; GLUTAMINA  200MG; PANTOTENATO DE CALCIO  10MG; NICOTINAMIDA  50MG; QUERCETINA  25MG; SILIMARINA  50MG,39.9,BIOTINA
60 CAP | ESPINHEIRA SANTA   100MG; DOMPERIDONA  5MG; ALFAFA EXTRATO  100MG; UNCARIA TOMENTOSA  50MG; COENZIMA Q10  30MG,62.0,ESPINHEIRA SANTA
60 CAP | AMILASE  14MG; PAPAINA  120MG; PEPSINA  30MG; BROMELINA  75MG; LIPASE  25MG; LACTASE  25MG; PROTEASE  25MG; SAIS BILIARES  40MG; BETAINA CLORIDRATO  120MG,125.0,AMILASE
30 CAP | ACIDO URSOLICO 50%  300MG,186.0,ACIDO URSOLICO 50%
60 CAP | VITAMINA D3 1:100  10000UI; ZINCO  30MG; VITAMINA C  500MG; QUERCETINA  200MG,111.2,VITAMINA D3 1:100
30 CAP | VITAMINA D LIQ CAP ATE 15MIL  7000UI; VITAMINA K2 MK7  100MCG,40.0,VITAMINA D LIQ CAP ATE 15MIL
90 CAP | CARBONATO DE CALCIO PESADO  500MG; VITAMINA D3 1:100  1000UI; MAGNESIO QUELADO  30MG; VITAMINA K2 MK7  30MCG,58.0,CARBONATO DE CALCIO PESADO
